crsyr,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords,flow
1988,"Mexicali, Baja California del Norte","Nogales, Sonora","Los Angeles-Long Beach, CA ","(-115.506256, 32.658421)","(-108.9248649, 28.3713765)","(-118.1362299, 33.760599)","LINESTRING (-115.506256 32.658421, -108.9248649 28.3713765, -118.1362299 33.760599)"
1983,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1975,"Guanajuato, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.2528406, 21.0158848)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.2528406 21.0158848, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,"Moroleón, Guanajuato","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.1920356, 20.1304237)","(-115.506256, 32.658421)","(-118.1362299, 33.760599)","LINESTRING (-101.1920356 20.1304237, -115.506256 32.658421, -118.1362299 33.760599)"
1989,"Guanajuato, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.2528406, 21.0158848)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.2528406 21.0158848, -117.0412813 32.5132984, -118.1362299 33.760599)"
1960,Guanajuato,"Nogales, Sonora","Amarillo, TX ","(-101.0, 20.9876996)","(-108.9248649, 28.3713765)","(-101.8338246, 35.2072185)","LINESTRING (-101 20.9876996, -108.9248649 28.3713765, -101.8338246 35.2072185)"
1988,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -118.1362299 33.760599)"
1988,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1983,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Orange County, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1984,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1979,"Salamanca, Guanajuato","Tijuana, Baja California del Norte","Orange County, CA ","(-101.16684156787477, 20.65232455)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101.1668415678748 20.65232455, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1989,"Morelia, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.1923818, 19.7027116)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.1923818 19.7027116, -117.0412813 32.5132984, -118.1362299 33.760599)"
1968,Guanajuato,"Tijuana, Baja California del Norte","Phoenix-Mesa, AZ ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-111.6526441150196, 33.30591455)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -111.6526441150196 33.30591455)"
1973,Guanajuato,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1989,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -118.1362299 33.760599)"
1989,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1972,"Salamanca, Guanajuato","Tijuana, Baja California del Norte","Orange County, CA ","(-101.16684156787477, 20.65232455)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101.1668415678748 20.65232455, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1978,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Orange County, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1952,"Pénjamo, Guanajuato","Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.7241184, 20.4313763)","(-115.506256, 32.658421)","(-118.1362299, 33.760599)","LINESTRING (-101.7241184 20.4313763, -115.506256 32.658421, -118.1362299 33.760599)"
1985,Guanajuato,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1984,Guanajuato,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -117.3455744 34.0109957)"
1979,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","San Jose, CA ","(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(-121.890583, 37.3361905)","LINESTRING (-101 20.9876996, -100.5267104 28.6998135, -121.890583 37.3361905)"
1990,Guanajuato,"Mexicali, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -120.7678602 37.1641544)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1984,Guanajuato,"Tecate, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-116.5934782, 32.5791061)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -116.5934782 32.5791061, -117.3455744 34.0109957)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1987,Guanajuato,"Tijuana, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1987,"Fresnillo, Zacatecas","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.01628907146873, 23.2249237)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-103.0162890714687 23.2249237, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1981,Guanajuato,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -117.3455744 34.0109957)"
1978,Guanajuato,"Mexicali, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -120.7678602 37.1641544)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1950,Guanajuato,"Reynosa, Tamaulipas","Ventura, CA ","(-101.0, 20.9876996)","(-98.2963932, 26.0704018)","(-119.0779359, 34.4458248)","LINESTRING (-101 20.9876996, -98.2963932 26.0704018, -119.0779359 34.4458248)"
1977,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1988,Guanajuato,"Ojinaga, Chihuahua","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-104.4139362, 29.5498622)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -104.4139362 29.5498622, -117.3455744 34.0109957)"
1978,Guanajuato,"Tijuana, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1976,Guanajuato,"Tijuana, Baja California del Norte","Merced, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1973,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1982,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-99.1269583, 19.2667215)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-99.1269583 19.2667215, -115.506256 32.658421, -117.3455744 34.0109957)"
1978,Guanajuato,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -117.3455744 34.0109957)"
1982,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-99.1269583, 19.2667215)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-99.1269583 19.2667215, -115.506256 32.658421, -117.3455744 34.0109957)"
1983,Guanajuato,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-101.0, 20.9876996)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-101 20.9876996, -115.506256 32.658421, -117.3455744 34.0109957)"
1975,"Ciudad de México, Distrito Federal","Mexicali, Baja California del Norte","Merced, CA ","(-99.1269583, 19.2667215)","(-115.506256, 32.658421)","(-120.7678602, 37.1641544)","LINESTRING (-99.1269583 19.2667215, -115.506256 32.658421, -120.7678602 37.1641544)"
1976,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1989,Jalisco,"Tijuana, Baja California del Norte","Chicago, IL ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -88.125016 42.371614)"
1988,Jalisco,"Tijuana, Baja California del Norte","Merced, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1957,Jalisco,"Mexicali, Baja California del Norte","Sacramento, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-121.493895, 38.5810606)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -121.493895 38.5810606)"
1973,"Hermosillo, Sonora","Tijuana, Baja California del Norte","San Diego, CA ","(-110.969219, 29.0948291)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-110.969219 29.0948291, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1976,"Ciudad de México, Distrito Federal","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.1269583, 19.2667215)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-99.1269583 19.2667215, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1979,Jalisco,"Tecate, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-116.5934782, 32.5791061)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -116.5934782 32.5791061, -119.7848307 36.7394421)"
1971,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1984,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -118.1362299 33.760599)"
1965,Jalisco,"Mexicali, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -118.1362299 33.760599)"
1984,"Mazatlán, Sinaloa","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-106.4153144, 23.2313053)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-106.4153144 23.2313053, -117.0412813 32.5132984, -118.1362299 33.760599)"
1990,"Atenguillo, Jalisco","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-104.53021583363618, 20.33939015)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-104.5302158336362 20.33939015, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1990,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1970,Jalisco,"Mexicali, Baja California del Norte","San Francisco, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-122.419906, 37.7790262)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -122.419906 37.7790262)"
1986,"La Yesca, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.3139424, 21.681813)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-104.3139424 21.681813, -117.0412813 32.5132984, -118.1362299 33.760599)"
1981,Jalisco,"Mexicali, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -119.7848307 36.7394421)"
1976,", México","Tijuana, Baja California del Norte","San Diego, CA ","(-100.000037, 22.5000485)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-100.000037 22.5000485, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1982,"Compostela, Nayarit","Tijuana, Baja California del Norte","Fresno, CA ","(-105.1837251, 21.0966849)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-105.1837251 21.0966849, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1978,Jalisco,"Tijuana, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1986,"Juárez, Chihuahua","Juárez, Chihuahua","El Paso, TX ","(-106.0277621, 28.6517723)","(-106.0277621, 28.6517723)","(-106.464634, 31.7754152)","LINESTRING (-106.0277621 28.6517723, -106.0277621 28.6517723, -106.464634 31.7754152)"
