crsyr1,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords
1980,Nayarit,"Tecate, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.87148535201122, 21.8438765)","(-116.6298787, 32.5653831)","(-118.2400932, 33.7689643)"
1990,Nayarit,"Nogales, Sonora","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-108.9620954, 30.2074686)","(-121.890583, 37.3361905)"
1980,"Tepic, Nayarit","Tijuana, Baja California del Norte",,"(-104.894676, 21.5043446)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1982,"Cuautitlán García Barragán, Jalisco","Tijuana, Baja California del Norte","Merced, CA ","(-104.26444899371944, 19.460643400000002)","(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1988,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1945,"Ixtlán del Río, Nayarit","Mexicali, Baja California del Norte","Sacramento, CA ","(-104.8774552, 21.4771743)","(-115.448325, 32.6248622)","(-121.493895, 38.5810606)"
1983,"Ixtlán del Río, Nayarit","Tijuana, Baja California del Norte","Orange County, CA ","(-104.8774552, 21.4771743)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1982,"Amatlán de Cañas, Nayarit","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.8363181, 21.5851779)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1989,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1978,,"Tijuana, Baja California del Norte",,"(11.0480288, 46.3144754)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1961,,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(11.0480288, 46.3144754)","(-115.448325, 32.6248622)","(-117.3455744, 34.0109957)"
1990,,"Tijuana, Baja California del Norte","Orange County, CA ","(11.0480288, 46.3144754)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1981,Nayarit,"Tijuana, Baja California del Norte","Merced, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1970,"Tepalcatepec, Michoacán","Tecate, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.84999766758335, 19.07915515)","(-116.6298787, 32.5653831)","(-118.2400932, 33.7689643)"
1984,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1960,"Cabo Corrientes, Jalisco","Tijuana, Baja California del Norte","Fresno, CA ","(-105.4242414888306, 20.3332855)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1980,Nayarit,"Tijuana, Baja California del Norte","Chicago, IL ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-87.6244212, 41.8755616)"
1966,"Tepic, Nayarit","Mexicali, Baja California del Norte","Sacramento, CA ","(-104.894676, 21.5043446)","(-115.448325, 32.6248622)","(-121.493895, 38.5810606)"
1985,Nayarit,"Nogales, Sonora",,"(-104.87148535201122, 21.8438765)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1976,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1978,"Santa María del Oro, Nayarit","Tijuana, Baja California del Norte","Orange County, CA ","(-104.5693342, 21.2174419)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1976,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1984,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1977,"Morelia, Michoacán","Tijuana, Baja California del Norte","Orange County, CA ","(-101.1923818, 19.7027116)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1947,,"Mexicali, Baja California del Norte","San Jose, CA ","(11.0480288, 46.3144754)","(-115.448325, 32.6248622)","(-121.890583, 37.3361905)"
1954,"Tuxpan, Nayarit","Mexicali, Baja California del Norte","San Diego, CA ","(-105.41975441728886, 21.99295325)","(-115.448325, 32.6248622)","(-117.1627728, 32.7174202)"
1989,Nayarit,"Tijuana, Baja California del Norte","Orange County, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1982,"Cajeme, Sonora","Tijuana, Baja California del Norte",,"(-109.9022075359282, 27.71198065)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1973,Nayarit,"Tijuana, Baja California del Norte","Santa Barbara-Santa Maria-Lompoc, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-120.508049, 34.675904)"
1986,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1988,Nayarit,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-117.3455744, 34.0109957)"
1984,Nayarit,"Nogales, Sonora","Phoenix-Mesa, AZ ","(-104.87148535201122, 21.8438765)","(-108.9620954, 30.2074686)","(-111.6526441150196, 33.30591455)"
1970,Nayarit,"Tijuana, Baja California del Norte","Ventura, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-119.0779359, 34.4458248)"
1972,"Santa María del Oro, Nayarit","Mexicali, Baja California del Norte","Fresno, CA ","(-104.5693342, 21.2174419)","(-115.448325, 32.6248622)","(-119.7848307, 36.7394421)"
1975,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1975,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1969,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Nayarit,"Tijuana, Baja California del Norte","Fresno, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1976,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1975,"Juchitán, Jalisco","Tijuana, Baja California del Norte","Merced, CA ",Fail,"(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1974,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1984,"Morelia, Michoacán","Tijuana, Baja California del Norte","Merced, CA ","(-101.1923818, 19.7027116)","(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1985,", Hidalgo","Tijuana, Baja California del Norte","San Jose, CA ","(-99.0, 20.5)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1975,"Mazatlán, Sinaloa","Tijuana, Baja California del Norte",,"(-106.4153144, 23.2313053)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1989,"Santa María del Oro, Nayarit","Tijuana, Baja California del Norte","Orange County, CA ","(-104.5693342, 21.2174419)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1988,Nayarit,"Tijuana, Baja California del Norte","Merced, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-120.7678602, 37.1641544)"
1990,Nayarit,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1968,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1975,Nayarit,"Tijuana, Baja California del Norte",,"(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1981,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Fresno, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1986,"Torreón, Coahuila de Zaragoza","Tijuana, Baja California del Norte","San Jose, CA ","(-103.410512, 25.542698)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1990,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1984,Nayarit,"Tijuana, Baja California del Norte","Fresno, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1982,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1977,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1986,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1989,"Tepic, Nayarit","Tijuana, Baja California del Norte","San Jose, CA ","(-104.894676, 21.5043446)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1973,"José Joaquin de Herrera, Jalisco","Tijuana, Baja California del Norte","San Jose, CA ","(-103.3148074, 20.651832)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1978,Nayarit,"Tijuana, Baja California del Norte","San Jose, CA ","(-104.87148535201122, 21.8438765)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1980,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Jose, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1970,"Apatzingán, Michoacán",", Coahuila de Zaragoza",,"(-102.46939679581978, 18.9681711)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1972,"León, Guanajuato",", Coahuila de Zaragoza",,"(-101.6825081, 21.1218598)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1976,"San Luis Potosí, San Luis Potosí","Mexicali, Baja California del Norte","Fresno, CA ","(-100.9763993, 22.1516472)","(-115.448325, 32.6248622)","(-119.7848307, 36.7394421)"
1967,"Celaya, Guanajuato","Nuevo Laredo, Tamaulipas","San Angelo, TX ","(-100.8139609, 20.5218445)","(-99.5185992, 27.4761506)","(-100.4398442, 31.4648357)"
1981,Guanajuato,"Piedras Negras, Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1984,Guanajuato,", Coahuila de Zaragoza","Dallas, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-96.7968559, 32.7762719)"
1986,"León, Guanajuato",", Coahuila de Zaragoza",,"(-101.6825081, 21.1218598)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1986,"Ciudad de México, Distrito Federal","Piedras Negras, Coahuila de Zaragoza","Dallas, TX ","(-99.1248161, 19.3997047)","(-100.5267104, 28.6998135)","(-96.7968559, 32.7762719)"
1947,Guanajuato,"Reynosa, Tamaulipas","McAllen-Edinburg-Mission, TX ","(-101.0, 20.9876996)","(-98.2963932, 26.0704018)",Fail
1971,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1972,"León, Guanajuato","Nuevo Laredo, Tamaulipas","San Francisco, CA ","(-101.6825081, 21.1218598)","(-99.5185992, 27.4761506)","(-122.419906, 37.7790262)"
1972,"San Luis Potosí, San Luis Potosí",", Coahuila de Zaragoza","Dallas, TX ","(-100.9763993, 22.1516472)","(-102.0000001, 27.3333331)","(-96.7968559, 32.7762719)"
1975,"León, Guanajuato",", Coahuila de Zaragoza","San Francisco, CA ","(-101.6825081, 21.1218598)","(-102.0000001, 27.3333331)","(-122.419906, 37.7790262)"
1945,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas",,"(-99.1248161, 19.3997047)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1974,Guanajuato,", Coahuila de Zaragoza","Houston, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-95.3676974, 29.7589382)"
1970,Guanajuato,", Coahuila de Zaragoza","Dallas, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-96.7968559, 32.7762719)"
1978,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)"
9999,Guanajuato,", Coahuila de Zaragoza","San Angelo, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-100.4398442, 31.4648357)"
1982,Guanajuato,", Coahuila de Zaragoza","Dallas, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-96.7968559, 32.7762719)"
1968,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","McAllen-Edinburg-Mission, TX ","(-101.0, 20.9876996)","(-100.5267104, 28.6998135)",Fail
1977,"San Luis Potosí, San Luis Potosí",", Coahuila de Zaragoza",,"(-100.9763993, 22.1516472)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1990,"Monterrey, Nuevo León","Piedras Negras, Coahuila de Zaragoza","Abilene, TX ","(-100.315258, 25.6802019)","(-100.5267104, 28.6998135)","(-99.7475905, 32.44645)"
1973,"Reynosa, Tamaulipas",", Coahuila de Zaragoza",,"(-98.2963932, 26.0704018)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1960,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1981,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1945,Guanajuato,"Reynosa, Tamaulipas",,"(-101.0, 20.9876996)","(-98.2963932, 26.0704018)","(11.0480288, 46.3144754)"
1975,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1960,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","McAllen-Edinburg-Mission, TX ","(-101.0, 20.9876996)","(-100.5267104, 28.6998135)",Fail
1991,"Ciudad de México, Distrito Federal","Nuevo Laredo, Tamaulipas","Dallas, TX ","(-99.1248161, 19.3997047)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)"
1969,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1965,Guanajuato,", Coahuila de Zaragoza","San Angelo, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-100.4398442, 31.4648357)"
1972,"Celaya, Guanajuato",", Coahuila de Zaragoza",,"(-100.8139609, 20.5218445)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1978,Guanajuato,"Piedras Negras, Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1978,Guanajuato,"Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-101.0, 20.9876996)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)"
1953,Guanajuato,", Coahuila de Zaragoza",,"(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1975,", Puebla","Piedras Negras, Coahuila de Zaragoza","San Antonio, TX ","(-98.0, 18.833333)","(-100.5267104, 28.6998135)","(-98.4951405, 29.4246002)"
1984,"Matamoros, Tamaulipas","Piedras Negras, Coahuila de Zaragoza",,"(-97.5017951, 25.8520977)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1985,Guanajuato,", Coahuila de Zaragoza","San Antonio, TX ","(-101.0, 20.9876996)","(-102.0000001, 27.3333331)","(-98.4951405, 29.4246002)"
1969,"Ciudad de México, Distrito Federal",", Coahuila de Zaragoza",,"(-99.1248161, 19.3997047)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1970,Guanajuato,"Reynosa, Tamaulipas","Dallas, TX ","(-101.0, 20.9876996)","(-98.2963932, 26.0704018)","(-96.7968559, 32.7762719)"
1979,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1987,Michoacán,"Mexicali, Baja California del Norte","Orange County, CA ","(-101.878113, 19.207098)","(-115.448325, 32.6248622)","(-117.8704931, 33.7500378)"
1980,"Apatzingán, Michoacán","Tijuana, Baja California del Norte","Orange County, CA ","(-102.46939679581978, 18.9681711)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1977,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte",,"(-115.448325, 32.6248622)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1990,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1973,"Lázaro Cárdenas, Michoacán","Tijuana, Baja California del Norte","San Diego, CA ","(-102.48267153141994, 18.0825417)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1952,Michoacán,"Mexicali, Baja California del Norte","Fresno, CA ","(-101.878113, 19.207098)","(-115.448325, 32.6248622)","(-119.7848307, 36.7394421)"
1989,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Santa Cruz-Watsonville, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-121.7658825, 36.8994945)"
1979,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,"La Barca, Jalisco","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.50327003201096, 20.35720795)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1985,"Culiacan, Sinaloa","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-107.393395, 24.7978965)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1990,Michoacán,"Tijuana, Baja California del Norte",,"(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1980,"Carácuaro, Michoacán","Tijuana, Baja California del Norte","Bakersfield, CA ","(-101.0281627593262, 18.99991005)","(-116.964662, 32.5010188)","(-119.0194639, 35.3738712)"
1960,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,"Lázaro Cárdenas, Michoacán","Tijuana, Baja California del Norte",,"(-102.48267153141994, 18.0825417)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1990,"Uruapan, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.03429004621862, 19.406043349999997)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1990,"Culiacan, Sinaloa","Tijuana, Baja California del Norte",,"(-107.393395, 24.7978965)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1969,"Cherán, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.97585175354644, 19.7392956)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1976,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-116.964662, 32.5010188)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1950,"Zamora, Michoacán","Nuevo Laredo, Tamaulipas",,"(-102.27126866876873, 20.0290033)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1989,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1970,Michoacán,"Tijuana, Baja California del Norte",,"(-101.878113, 19.207098)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
